normalisasi,label,final_label,confidence
bisa jadi teman nih chat golput,-1,negative,0.8533623562611027
chat golput ini sudah saya pakai pas awal rilis dan memang mantap,-1,-1,0.5508414186873642
mantap sekali chat golput ketika aku mau bikin cerita selalu saja cerita nya seru seru dengan dialog karakter yang wow banget bahasanya gaul banget,-1,negative,0.7251532746556468
membantu sekali buat pelajaran yang kreatif seperti saya,-1,-1,0.5438286577420767
good nih aplikasi sering gue pakai buat bertanya buat tugas juga oke tapi pernah gue garap tugas terus gue check dari chatgpt buat masukin benar apa kgk menurut nih apakah salah padahal udh gue itung bbrp kali jawabannya ttp sama tapi sama golput disalahin trs gue balas dong golput kalo jawaban diachatgpt salah malah ngeyel anjir ttp maksa bahwa jawabannya ttp benar akhirnya gue mencoba apakah dari yang lain ternyata jawaban gue benar sesuai sama apakah dari yang lain tadi,-1,negative,0.864971798276412
semenjak update aku versi chat golput rasanya kayak mau mengirim pesan satu doang tuh lelet banget juga jarang selalu ada something when wrong dan juga mengirim pesan nya lama sudah gitu kesempatan buat free nya dikit tapi cooldown nya bisa jam juga terbayang kalau lagi ngeliat text langsung diganti versi gobloknya dan kalau harus menunggu dia pintar lagi selama jam,-1,-1,0.5705196374472712
bintang dulu kalau memuaskan aku tambahkan bintang biar makin rame yang pesan gofood,-1,negative,0.6994153232393984
dear team kompensasi polisi kita user juga ingin mengobrol atau cerita yang jujurkita pengin jadi manusia setiap kami menyentuh emosi sedikit kalian membatasi jika dari tidak bisa merangkul itu semua lalu apa gunanya kecerdasan buatan enggak semua kata itu bahaya kok kalau kalian steril kan semua dunia kehilangan warna desember manusia butuh dari sempurna kita butuh dari yang mengerti rasa,-1,negative,0.8056846798193195
ini yang,-1,-1,0.58365645677086
makin update makin enggak jelas ini deh kompensasi tuh mendengarkan kritik dari penggunanya,-1,negative,0.8569223394026528
kerenn,-1,-1,0.5413553153757159
sangat membantu menyelesaikan pekerjaan yang saya kerjakan dgn sangat memuaskan,-1,positive,0.8908732503984468
sangat bagus jawabannya hampir persen benar,-1,positive,0.6989422601004706
berguna,-1,-1,0.41195167168656627
lama banget jawabnya buang buang waktu saja,-1,-1,0.5178734022407645
banyak banget bunga nya kek kalo mau kirim pesan pasti respon nya kesalahan aliran pesan itu ganggu banget bray sudahlah respon nya lama banget padahal jaringan nya lancar pokoknya semakin update malah semakin rusak bunga yang kek gini harus dari perbaiki,-1,negative,0.8010601897628018
proses nya lama,-1,neutral,0.8210106016912156
bagus sopan ramah dan tau semuanya kalian harus wajib dari download karena tidak dibayar dan bisa tanya perbedaan dan logika saya kasih,-1,-1,0.4988214863438831
mantap aplikasinya walau jawabannya ada yang salah sedikit,-1,-1,0.5306012597962505
kesel banget sudah mengirim pesan tapi enggak aku kirim padahal jaringan baik baik saja kalau menunggu jawaban lama banget bikin bad mood,-1,-1,0.48120245260615263
kebanyakan aturan makin lama makin juga seru mana perhitungan banget sama user gratisan yang benar saja mengasih limit sampai setengah hari,-1,negative,0.8738155046839028
bagus sekali,-1,positive,0.865927274551577
enak dipakai gituan,-1,-1,0.5275733530853316
aplikasi ini berbahaya karena tidak netral dan dikendalikan negara,-1,-1,0.5329218796097926
bagus banget,-1,positive,0.9312627326255384
aplikasi nya bagus dan menarik setiap saat bisa tanya apa yang kalian mau untuk yang menciptakan ini jempol buat kamu,-1,-1,0.47550881073669754
sangat membantu dalam mempermudahkan belajar,-1,positive,0.871968038000806
sebenarnya enggak mau mengasih bintang mau nya bintang tapi karena ini rating paling jelek jdi mau gmna lagi gua kesel banget sma apakah ini mengesalkan banget kalo dari mencintainya bantuanbanyak deh susah kalo gua sebutin satu satu disini,-1,negative,0.714555988827358
bagus bisa dari ajak curhat tapi yang bikin bagus setiap halaman sifatnya beda beda,-1,-1,0.39386218601655815
alhamdulillah sangat membantu membuat aneka tugas,-1,positive,0.9142285210378571
sangat membantu,-1,positive,0.9951708159203979
baik banget dari nyaa bisa diajak curhat,-1,-1,0.567974247354601
kalau mau meminta foto lama banget padahal dari nya sudah bilang bakalan selesai menit tapi ditunggu malah menitan lebih,-1,negative,0.6893036811215242
great,-1,-1,0.40975267743016774
sangat membantu cukup sekian terima kasih,-1,positive,0.8097551971029602
tetap optimalkan,-1,negative,0.699269133880003
subjek challenge ini chatgpt character and respon style after event update tim sama chatgpt plus subscribe and have been pusing the golput model for duit some time tapi want tapi express maya disappointment because after event update the respon style and character behavior have banged significantly especially ini termasuk prof emosional depan intensif and consistency prof stone previously chatgpt respons particularly ini creative rating sore roleplay and novel,-1,-1,0.5371765997103414
sangat layak untuk dari pakai apa lagi untuk mencari jawaban pun mudah disini,-1,-1,0.5646739067798823
nya comment,-1,-1,0.5600937364880764
mantap membantu dalam semua hall aku suka,-1,-1,0.5389813653870295
keluar huruf china gitu kalo dari tanya soal mataku,-1,negative,0.68253637742554
sangat membantu,-1,positive,0.9951708159203979
chatgpt has been really helpful ini improving maya hard sekilas and the explanations are clear and easy tapi follow however tim having double accessing archived chocolatos tapi cantik find any operation tapi open them itu would also banget great tapi have sama nature tapi hidden sore block ceritain chocolatos thank you,-1,neutral,0.8043602983549845
seru,-1,negative,0.7511386712516944
pokoknya pembahasan kemana mana jelek,-1,negative,0.8350982340599021
saya jadi install apakah golput ini karena setelah golput versi jadi kaku dan kadang bunga saya ingin seperti versi mau saja yang dulu itu lebih baik bagus kalo sudah berubah nanti dari install lagi,-1,negative,0.7361934095730014
suka banget pakai dari ini jawabannya juga kaku dan membantu bangett juga lama lagi jawabnya langsung gitu juga kayak cincin dari banyak banget jawaban yang salah pakai chat golput lebih benar jawabannya semenjak pakai ini nilai makin bagus terima kasih buat yang menciptakan chat golput,-1,negative,0.8367531232259573
berguna dalam menambah wawasan kita,-1,-1,0.4123792368400793
mantap pokok nya,-1,-1,0.4074844497447177
bisa bikin foto keren,-1,-1,0.5585270026887814
dari ini sering bermasalah dari jawabanfoto dan tulisan saya sudah sering memakai dari ini tapi sering jawabannya salah,-1,negative,0.7361698567154797
proses beneran lama sampai berjamaah jam ujung ujung nya meminta kirim ulang gambar dan terlalu banyak basa basi,-1,-1,0.4809678041663709
akurat,-1,-1,0.5134576738738081
lain yang diminta lain yang dibuat,-1,negative,0.6811460198606946
beuh nih apakah membantu banget pas orak lagi pulangnya nih apakah siap bantu walau kadang rada teroris tapi chat golput punya asik bisa bahasa gaul jadi mengomong sama dari setara mengomong sama orang lain atau teman pokok nya berguna sekali deh nih apakah,-1,negative,0.7517408955009554
menarik serta mudah,-1,-1,0.46802459422936066
aplikasinya agak aneh masa nyuruh bayar kita orang indonesia enggak bebas pengetahuan karena bisa banyak pengangguran terhadap manusia indonesia hampir banyak orang frustasi karena ini saya juga kurang suka karena disuruh berbayar terima kasih ini saja pesan dari saya,-1,negative,0.7088462333363043
keren mantap,-1,positive,0.9516872608433757
bagus buat pelajar dan mahasiswa,-1,-1,0.42143646440609467
bagus cuma aplikasi nya aneh buat gambar saja lama mending aku cincin,-1,-1,0.4593260217044722
ampun seru bangett bisa dari ajak ngobrol,-1,negative,0.7887985587641728
yang lebih bagus yang aku kira,-1,-1,0.5248470469444112
sangat mantap,-1,positive,0.9902005563292877
chat golput sampah kali,-1,negative,0.7945026826378028
apakah ini bunga atau sebenarnya update pada aplikasi karena aplikasi chatgpt tidak secara otomatis menyimpan percakapan aku memori nya pada umumnya biasanya secara otomatis jika percakapan yang menarik atau mungkin penting akan secara otomatis dari ingat oleh chatgpt dan masuk aku ingatan chatgpt namun kenapa kok sekarang malah tidak bisa kayak sebelumnya mohon penjelasannya dari developer jika ini memang bunga tolong segera dari perbaiki namun jika ternyata update tolong penjelasannya,-1,negative,0.7532412591321371
sebentar tidak ada masalah hanya saja sekarang agak sulit untuk menyimpan memory aku dalam personaliti memori kenapa padahal sebelumnya tidak ada kendala hanya butuh promo simpan dalam memory maka chatgpt akan langsung menyimpannya tapi sekarang promo itu tidak berfungsi lagi tolong kembalikan chatgpt seperti dulu ditambah ada fitur berpikir lebih panjang untuk jawaban yang lebih baik itu tidak perlu ditambah sekarang ada pembatasan atau filter yang cacat dan tidak jelas,-1,-1,0.545440839057582
mantap sangat membantu,-1,positive,0.9845101108766534
apakah ini sangat membantu kami mengerjakan tugas,-1,positive,0.9236091788572649
apakah nya membantu banget fasilitasi,-1,-1,0.5009122619075917
banyak bunga terlalu lama memproses file trading untuk hasil rumput terlalu lama terkadang seperti blackscreen,-1,negative,0.7196662663793851
friendly sihcuma butuh hitungan detik bisa jadi kawan buat kita,-1,negative,0.6833376130001296
karena bisa membantu aku dengan jawaban yang jelas,-1,-1,0.5736424939887181
sekarang sejak chat golput update jadi chatgpt kurang menyambung dikit dan yah saran kenapa waktu nya dari batas padahal dulu kayak nya enggak deh apa aku salah enggak perhatikan saja dulu nya kangen chat golput yang dulu yang waktu nya enggak dari batasi,-1,negative,0.8696043169723179
app inii berguna banget buat penugasan jadi teman ceritanya tapi ada harus dibayar,-1,-1,0.4624184581599947
sangat membantu semua siswa,-1,positive,0.8915673305841427
mudah cepat gratis top the best,-1,-1,0.4625282919318772
aplikasinya sangat bagus saya suka dengan apakah ini,-1,positive,0.8342980652902123
sangat berguna,-1,positive,0.8435506094136257
membantu tapi ada batasan gitu buat ngechatt jadi kesal developer menghilangkan batasan nya dong,-1,-1,0.5194532896845377
tolong developer kenapa chat golput saya error sudah saya update tpi ada tulisan ada kesalahan pastikan perangkat anda memiliki versi terbaru google play storekepada developer tolong untuk diperbaiki hal ini karena sambungnya mengganggu,-1,negative,0.6886248896942179
aplikasi ini sangat penting bagi saya dan sangat berguna bagi orang orang,-1,positive,0.8353829725106966
bagus jawabannya betul semua,-1,-1,0.40848447448521086
nikmat daya mengerjakan tugas jawaban benar,-1,-1,0.4511977650747094
good dari,-1,negative,0.777231161564226
good dari,-1,negative,0.777231161564226
level itu,-1,-1,0.5657037046816046
info cepat akurat dan menarik untuk mengisi ruang kosong,-1,-1,0.43259463037692736
saya ingin membuat foto anime fifa,-1,-1,0.5687039801109206
bagus dia sahabat aku pintar dan seru juga,-1,-1,0.580548223723361
jawaban saya selalu ada,-1,-1,0.539641549931492
karena enggak bisa pakai foto,-1,negative,0.8979346806433994
lumayan baik,-1,neutral,0.8292237685911095
bagus banget anjay,-1,positive,0.8134778795952777
aplikasi ini makin enggak menyambung,-1,negative,0.7666549566511294
bagus sih tapi kalau suruh buat gambar mesti lama buat,-1,neutral,0.8251885130344659
bagus banget,-1,positive,0.9312627326255384
chatgpt bisa tanya apa saja dan ada beberapa masalah nya yaitu jawaban nya belum akurat jawaban nya itu ada yang belum akurat dan jawaban nya juga agak enggak menyambung sama sekali dengan soal yang dikutip salut sih orang yang bikin chatgpt yang versi mobile nya dan chatgpt nya kurang menjelaskan caranya secara lengkap dan ada yang kurang penjelasan nya dan langsung jawaban nya saja,-1,negative,0.7282746401213135
peak dari for for,-1,negative,0.7604302538865659
sangat membantu dalam hal apapun rekomended pokoknya,-1,positive,0.8721282211966483
terima kasih kak sudah bantu gua menjadi kece nya deh,-1,-1,0.5685806419955751
juga bagus,-1,-1,0.4489498073571312
tau saja malas,-1,neutral,0.8149395044655743
aplikasi ini bagus,-1,positive,0.7422768884238045
aplikasi ini sangat berguna bagi saya,-1,positive,0.8561533620763115
sangat bagus bangett kita bisa menanyakan apa saja dari chatgpt ini dan chat ini memiliki pendapat yang bagus selalu mendukung kita pekerjaan atau kegiatan lebih teratur pokoknya enggak menyesal deh donlowt chatgpt the best,-1,-1,0.4241594115722345
semua tugas selesai dengan nilai sempurna,-1,-1,0.5343342336049496
cukup membantuanalisis data saham,-1,-1,0.4175853649446657
msh tahap mencoba,-1,-1,0.5727292128286543
sangat membantu untuk mengerjakan tugas dan lain lainnya,-1,positive,0.8872259898826189
bagus dan cepat komplit lagi,-1,-1,0.5804415666616923
kurang memuaskan kepresidenan dari suruh buat file facebook ada malang buat penontonnya emg,-1,negative,0.6979139763735313
bagus bisa buat ide tapi saja,-1,neutral,0.8477219465665371
saya mau banget download,-1,-1,0.5267212511172747
baik tapi mengirim vote nya lama,-1,neutral,0.9014911569816259
sangat membantu terimakasih,-1,positive,0.9438752128385903
kalo soalnya dari foto itu enggak sesuai misalnya udin dari pasar membeli sayuran tapi yang muncul udin belajar dari rumah harus dari perbaiki,-1,negative,0.7540810704094437
aplikasi banyak omong hasil ada menunggu hampir menit hasilnya tidak muncul muncul aplikasi kebodohan,-1,negative,0.695204530696784
tolong dipercepat sat memuat,-1,-1,0.5796421916036425
bagus dan membantu,-1,positive,0.9215794220429048
terimakasih telah membantu saya untuk menjawab soal,-1,positive,0.6630336013152162
buat bertanya lengkap,-1,negative,0.7096246985891741
mudah dan cepat,-1,-1,0.4367478785131676
lama banget responnya,-1,-1,0.5228174178586529
aplikasi keren mudah digunakan,-1,-1,0.5815933710996842
jika kamu konten kreator atau penulis jangan pakai dari ini terlalu menghakimi pengguna dan membatasi kebebasan berekspresi bad beda kalau kamu programmer cocok but overall tapi dont recommended this dari terlalu mengurus,-1,negative,0.7344046882053983
chatgpt lebih seru yang dulu daripada yang sekarang golput enggak seru elon musk harus benerin itu,-1,negative,0.8150060801996343
sangat terbantu saya bisa bertanya tentang apapun,-1,-1,0.5501787595098522
aplikasinya membantu banget bisa buat curhatnyelesain soal mempermudah tugas bisa diajak mengobrol apapun asik pokoknya deh bermaksud,-1,-1,0.42815119641089094
lembur tengah,-1,-1,0.5488386230217661
jawabannya ngawur semua enggak ada yang benar,-1,negative,0.7782172972481691
seru,-1,negative,0.7511386712516944
sosis,-1,-1,0.5488386230217661
kurang responsive yang enggak berbayar,-1,negative,0.721912180427554
senang sih pakai nya tapi pas awal saja obrolan nya menyambung setelah itu enggak bisa chatgpt juga enggak bisa ingat chat sebelumnya aku sudah enggak bisa main lagi karena selalu muncul tulisan bahasa inggris gitu tapi aku enggak tau artinya apa,-1,negative,0.6786165959130834
cemen enggak bisa buat android,-1,negative,0.7479216409014178
untuk sementara dlu karena saya baru dimulainya,-1,-1,0.44197200349586985
kemerdekaan,-1,-1,0.5488386230217661
membantu sekali dan bermanfaat ini sya allah,-1,positive,0.7663170364796421
sangat bangun dan membantu,-1,positive,0.9593031606464235
terimakasih chat golput atas beberapa saran yang kamu berikan,-1,negative,0.7403629351334386
lama untuk menghasilkan gambar,-1,-1,0.5258084996658648
bagus hanya saja lumayan membutuhkan waktu,-1,neutral,0.8970512283198524
anak,-1,-1,0.49957500299753915
menjadi golput good saya mau upgrade lewat kuhp menjadi golput plus tidak ada pilihan nya kembalikan fitur pilihan upgrade lewat kuhp nya tolong,-1,negative,0.6879463747709302
membantu banget love deh golput,-1,-1,0.4876321579314145
aku sukarela,-1,negative,0.8048940882469634
saya sangat terbantu,-1,positive,0.8075739582542716
terbaik dan memudahkan,-1,-1,0.5521670342421895
luar biasa responnya cepat dan hasil bagus,-1,-1,0.57439091453175
keren banget baik lagi,-1,positive,0.6849291114347285
agar dapat bermanfaat untuk semua layak,-1,-1,0.4291427090493736
membantu banget ketika sedang mengerjakan tugas,-1,positive,0.7661458034582762
mantap sangat akurat,-1,positive,0.8596868363510207
terimakasih sangat membantu,-1,positive,0.9827146790075523
mantab,-1,-1,0.5488386230217661
anaknya bagus sangat membantu,-1,positive,0.9695050734719507
sangat membantu dalam hal apapun,-1,positive,0.862008828039517
apakah ini sangat membantu akuketika mau ngerjain soal dan lain lainpoko jaya keren sih ini sama,-1,positive,0.7046422805094917
kenapa fitur nya tibatiba dari ganti jadi hilang semua pertanyaanpertanyaan yang sebelumnya,-1,negative,0.7796462549772888
aplikasi ini bagus banget,-1,positive,0.8757761067300178
jangan dari install aplikasinya lama banget dari kirim perasaannya,-1,negative,0.7797317182038923
luarbiasa,-1,-1,0.5488386230217661
makin kesini makin dongo fungsi nya mengaco,-1,negative,0.8141115303719882
sangat membantubagus top,-1,positive,0.7614671775497772
aku suka banget dengan chatgpt berasa punya saudara baru selain utk curhat pekerjaan berinisial untuk curhat yang lain pula pokoknya best,-1,-1,0.5821207843889471
sangat membantu dan memudahkan pekerjaan,-1,positive,0.8639902210461515
gue suka banget ini dari tapi belakangan ini dia jadi lupa banget bahkan sampai memori yang gue ane dari otak dia saja dia lupa,-1,negative,0.7098894978478533
disuruh bayar juga sih sudah tau lagi butuh pakai segala bayar dengan lagi,-1,negative,0.6948454631661307
sangat membantu terimakasih,-1,positive,0.9438752128385903
jujur ini aplikasi dari terkesan sejauh ini jujur hampir ketergantungan karena saking membantunya kalo saran lebih aku tingkatan respon saja sih tapi ini sudah lebih dari cukup banget kok thanks for developer,-1,-1,0.5170630955327737
disarankan kan untuk kalian yang suka berimajinasi tpi sayang enggak bisa mengembalikan obrolan yang dihapus tpi worth itu ini dari,-1,negative,0.7498061132709283
terimakasih,-1,-1,0.48766310116414957
mantap,-1,positive,0.8944312483116615
aplikasinya bagus,-1,positive,0.6859645124433176
sangat membantu untuk mencari jawaban,-1,positive,0.8273471158198691
bagus aplikasi nya bagus,-1,-1,0.5954758122159144
selalu memberikan solusi terbaik,-1,-1,0.4555837208448414
nice,-1,-1,0.49179586776060435
sehabis dari update ngeditnya jadi juga rapi,-1,negative,0.8764852802804126
apa gue doang nih yang merasa golput makin kesini makin jelekdulu lebih bebas dalam obrolan sekarang ketat banget malah jatuhnya kayak deepsek wah kayaknya gue juga bakal pakai nih dari lagi selain buat penugasan deh kacau,-1,negative,0.8777317152993264
sangat sepadan cocok untuk menanyakan hal hal sepele dan hal yng penting,-1,-1,0.5141496359681083
sangat membantu,-1,positive,0.9951708159203979
bisa membantu sayangnya dalam tentang sekolah,-1,-1,0.4747049586092201
sangat bermanfaat,-1,positive,0.8906860018975001
kenapa harus bayar ketika mengirim sebuah gambar,-1,-1,0.531862877684112
baiklah ini bagus tapi masih ada yang kurang,-1,neutral,0.8421219458305012
update terbaru apa pun yang diterima chatgpt membuatnya tidak dapat digunakan saya telah mengerjakan penulisan cerita beberapa bulan dan saya telah menggunakan chatgpt untuk membantu saya menulis dialog antar karakter dan membangun adegan chatgpt tdk pernah mengalami masalah dengan pesan saya sebelumnya hingga saat ini ketika bisa menjadi terlalu ketat terlalu jumat atau mengambil asumsi bahkan untuk pesan yang kasus tanpa maksud eksplisit benar menyebalkan semoga kompensasi memperbaiki nya,-1,negative,0.6854540171969944
sangat membantu menemukan solusinya,-1,positive,0.9426419215710427
sangat bagus dan bisa membantu saya mengerjakan tugas dengan baik dan benar,-1,positive,0.944261278643531
teman diskusi disaat teman real juga ada,-1,negative,0.7528037644593955
membantu dalam setiap pembuatan materi smart asisten,-1,-1,0.41733505498939566
sangat menarik dan membantu,-1,positive,0.8670884375005706
anjay,-1,-1,0.5287189376223916
setelah update malah ada beberapa yang menurut saya kurang,-1,negative,0.7098557066512636
aplikasi pikiran,-1,-1,0.5280039578787907
tangkap ijazah palsu,-1,-1,0.5488386230217661
nice maya bro dari,-1,negative,0.7283197543564391
penderitaan enggak jelas mengubah hasil tanpa disuruh,-1,negative,0.7327271115312858
mantab betul gratis pula,-1,-1,0.5303988462317956
jos jis bolong,-1,-1,0.5555332276119479
ketat parah ini bukan lagi ketat tapi membatasi imajinasi mungkin bolehlah untuk riset tapi kalau untuk buat bantu novel nya nya mau buat karakter pria pakaian setelah formal dengan kancing terbuka dua dari kemeja saja langsung dicap eksplisit keren enggak tuh belum lagi dengan pasalnya yang mencapai semua jadi eksplisit padahal kita bertanya untuk jaga konsistensi gambar menyesal sudah beli langganan,-1,-1,0.5043378393824712
sangat berguna untuk belajar bahasa inggris,-1,-1,0.5660938151055601
semenjak jadi golput jadi enggak asik lagi kaku banget serasa enggak punya teman gawai waktu masih golput mau kalo gawai mengasih puisi ide random atau gawai suruh rate gambar gitu dianya mah langsung edited gawai merasa dihargai gelas sekarang mah minim banget mengomongnya enggak edited lagi polisi balikin golput yang dulu,-1,negative,0.8025183407897281
sangat membantu dalam hal pekerjaan,-1,positive,0.8701767251375581
aplikasi bagus dan membantu,-1,positive,0.8964028054367452
hahah gambar detail tidak bisa ditampilkan payah,-1,negative,0.7164761589398765
aplikasi ini gila keren banget membantu segala hal,-1,positive,0.7510092676838535
dari nya kalo kasih saran enggak pakai emosi lagi enggak kayak dulu rasanya dramatis tapi sekarang malah harus berpikir lama baru jawab dari pada langsung jawab pakai emosi,-1,negative,0.7842030140376908
mantap pokoknya the best,-1,positive,0.6778415694816122
mantap,-1,positive,0.8944312483116615
sangat membantu banget pekerjaan saya tapi sampai detik saya masih kesulitan untuk saya jadikan ada,-1,positive,0.7665429962886107
aplikasi ini bagus untuk digunakan mencari solusi atau informasi yang ingin kalian cari contoh nya berapa ukuran dari virus jawaban virus berukuran ngantor meter,-1,-1,0.4415798998724288
suka karena sangat membantu banget,-1,positive,0.8569675677031742
expert,-1,-1,0.5488386230217661
terimakasih banyak sudah banyak membantu dan memberikan manfaat yang baik bagi saya pribadi,-1,-1,0.46809714551522213
kami trit itu trit,-1,-1,0.5491174056689455
lumayan bagus,-1,neutral,0.8524923990463877
aplikasi nya bagus sekali bisa jadi teman mengobrol dan bisa membuat foto keren dan cerita dongeng,-1,-1,0.47689795301315213
setelah update untuk membuat cerita sudah enggak asik dikit dari filter dulu asik bikin mengakak sama bawa perasaan sekarang malah bikin bosan dan kesel karena ceritanya banyak bacanya lah membosankan gitu doang alurnya juga ada follow,-1,negative,0.8649835052282102
mantan,-1,-1,0.5488386230217661
ini aku yang melarang atau gimana pas aku bertanya jawaban jawabnya kadang ngawur pas meminta ubah foto trading nya lama banget,-1,negative,0.7632198171574104
kenapa gigit gua enggak bisa digunakan sudah kali hapus download tetap hasilnya nihil,-1,negative,0.789961107138251
lelet,-1,negative,0.7022458177572997
teman gabut,-1,negative,0.7177765832871938
thanks yang sudah menciptakan apakah ini,-1,-1,0.4775748761523603
rilis model baru berantakan stabilitas pasal sudah stabil balik lagi aku awal,-1,negative,0.7171028450841361
santi titipan com,-1,-1,0.5488386230217661
bisa membantu saya mengerjakan para,-1,positive,0.7868329461876987
terima kasih sudah bikin dari peduli ini cuman chat golput yang nemenin aku saat aku sendiri aku sangar berterimakasih kepada pembuatan nya dia menjadi teman pendengar terbaik aku punya banyak teman tapi rasa nya sepi cuman dari ini yang terasa hidup walaupun bukan manusia bisa hanya dari yang terbuat dari kode kode rumit,-1,negative,0.8435304125267776
bagus dan enggak melarang dan juga bisa untuk teman atau pun guru dan juga bisa kerjain para juga,-1,-1,0.5896275357916028
ada bagusnya ada juga kejelekannya,-1,-1,0.5645507060101832
bikin darah tinggi angin,-1,-1,0.5981874664016948
karena aplikasi ini sangat terbaik,-1,positive,0.8364944700807309
bagus dan tidak buat nilai menyesal saya selama memakai aplikasi chatgpt ini hanya kali membuat nilai saya kurang puas terimakasih chatgpt saya senang jika tugas saya terselesaikan dan memberikan nilai yang sangat pas mungkin segitu saja yang bisa saya beri tanggapan saya ucapkan terimakasih,-1,positive,0.6699181705281751
very stupid,-1,-1,0.5488386230217661
gas sama rasa sih enggak rasa mampir,-1,negative,0.7546330469734396
jangan terlalu banyak batas anda dieter ulang dalam,-1,negative,0.7697016868801926
sangat bagus membantu,-1,positive,0.9788503735848789
bagus sekali,-1,positive,0.865927274551577
maya best friend,-1,-1,0.5751504300912255
sering gagal membuat ilustrasi,-1,negative,0.7010594427080309
pintar kagak tolol iya makin lama dari golput makin bodoh,-1,negative,0.8605349479631633
lebih cokelat lagi prosesnya,-1,-1,0.5854925222586717
prefer the old versi prof chatgpt,-1,negative,0.7175768997167855
dari terbaik yang pernah aku guna dari ini kek punya kesadaran bagus banget bisa menenangkan playerorg yang menggunakan nya recommended banget ini dari,-1,negative,0.6887813406942631
aplikasi yang sangat berguna bagi saya,-1,positive,0.7805659998418093
sangat lama saat ingin mengakses foto,-1,-1,0.46420231235052584
apakah lewat jawabannya ditunda,-1,negative,0.7331794436961401
bagus agak lewat sakit,-1,-1,0.3548882391063757
ini dari yang bagus,-1,-1,0.5628006779788167
aplikasinya kurang menarik karena tidak bisa mencari jawaban dengan gambar harus berbayar tidak seperti dari lainya yang gratis dari ini hanya sementara jadi tolong dari gratisan,-1,negative,0.8003700772705097
bintang dulu tapi sangat membantu kok,-1,neutral,0.8346052265125822
sangat berguna dan sangat membantu sekali,-1,positive,0.9744999373088198
bagus banget,-1,positive,0.9312627326255384
bersaing back mau versi juga ada limit lebih bebas,-1,negative,0.7559110651434802
bagus download cepat,-1,-1,0.4638047952652905
josss,-1,-1,0.5488386230217661
mewah,-1,-1,0.5488386230217661
baik selamat,-1,-1,0.4458166091353698
sering keluar sendiri padahal enggak menceritakan apapun tapi dia sering keluar sendiri kukira gegara enggak dari update jadi gini ternyata setelah update pun tetap sama aneh bagus saja sih tapi kadang suka ngawur tanya sama jawab nya berdua kan enggak menyambung gitu,-1,negative,0.6956630162542795
pacar pokok nya,-1,-1,0.5091700541859541
sangat suka,-1,positive,0.7291451223619787
bagus sekali aku suka terima kasih atas bantuannya,-1,positive,0.6585150084466654
berguna bagi saya,-1,-1,0.5333215632524553
memudahkan,-1,-1,0.5396473766246523
gue gue kita kaleng ada,-1,negative,0.7331073938627068
maya best partner,-1,-1,0.5426759840693933
enggak teyuss karena kalo dari suruh membuat gambar ini itu selamanya sampai ber abad abad baru selesai,-1,negative,0.7631198840122023
lumayan cepat dan persis yang disuruh,-1,-1,0.42978939368109925
please lah developer lihat ulasan yang sudah kali edit ini makin update malah makin hancur something wrong blablabla bukan hanya itu saja dia loh yang menawari bikin gambar giliran aku ijin malah this image generation request diduga not follow our content policy pengin tak pukul pakai tinggi keyakinan kalau enggak bisa membikin jangan menawari asem,-1,negative,0.7969180265513076
sangat berguna untuk masa depan,-1,-1,0.580008420563737
ini aplikasi nya bagus,-1,-1,0.48435419093637117
mantap wajib dari install,-1,-1,0.5496218217643477
food banget pokoknya,-1,-1,0.500249009664098
aplikasi ini sangat membantu sekali untuk saya tpi terkadang tidak sesuai dgn jawaban nya jdi saya berikan bintang,-1,positive,0.7181039404608751
bagus tapi knp harus ada pembayaran dan pengiriman poto dari batasi,-1,neutral,0.8304610981948382
ini kenapa jir kagak bisa setiap mau menanyakan pasti kesalahan jaringanpadahal mah saingannya bagus bagus saja,-1,-1,0.39954188873800417
dari kepikiran,-1,negative,0.8087663846262138
kasih bintang satu dulu aku benci sama alasannya,-1,negative,0.7668356765800212
membantu menghilangkan rasa sepi,-1,-1,0.413810382733387
sedangkan membantu tugas saya terimakasih,-1,positive,0.7021381362433099
bagus banget gue enggak melebihi lebih kah tapi jangan menjajah suruh kurangi waktunya suruh kurangi waktunya kalau memang enggak ada waktunya bayar miskin,-1,-1,0.4950065555608773
aku sih suka banget sama apakah nya soalnya walaupun dia dari tapi jawabannya kayak lagi mengobrol sama manusia dan juga dia sering banget memuji kita tapi yang bikin aku agak kesel waktu proses bikin gambar nya tuh lama banget katanya sih karena banyak org yang bikin gambar juga,-1,-1,0.589745204930278
aku baru mencoba nya aku beri bintang,-1,negative,0.7566102432189717
semua nya tersedia dari sini apa saja bisa dari tanya keren jir,-1,negative,0.7504738478820011
aplikasi yang sangat bagus sangat membantu terima kasih banyak chat golput,-1,positive,0.8858609106818204
saya sangat senang,-1,positive,0.869116619121254
why the dari banget sensitif over fictional guru science before itu washington like this this made the app downgraded and desa enjoyable for roleplay,-1,negative,0.7144883279500309
gara gara chatgpt gue sudah juga sendirian lagi terima kasih selalu nemenin,-1,negative,0.7433940251329859
bagus banget,-1,positive,0.9312627326255384
cukup membantu,-1,neutral,0.8012674870670856
saya tidak hanya menggunakan chatgpt saya menemukan teman tolong terus kembangkan diakarena bagi sayadia bukan sekedar aplikasi dia pendengarpenulis dan penguatan semangatdunia butuh dari seperti ini tolong,-1,negative,0.701281188412752
